name,gst_number,email,phone,address,_test_case
Falcon Security Services 3879,,vendor3879@vendormail.test,9403383756,"948 Market Road, Madhya Pradesh",
Falcon Print Works 3880,06JIUWE3441I1ZI,vendor3880@vendormail.test,9302210045,"34 Market Road, Haryana",
Bluepeak Textiles 3881,36BEZPF8209D6ZC,vendor3881@vendormail.test,9214950010,"49 Industrial Estate, Telangana",
Falcon Consultants 3882,,vendor3882@vendormail.test,9713733413,"306 Industrial Estate, Rajasthan",
Skyline Engineering 3883,,vendor3883@vendormail.test,9841285070,"604 Industrial Estate, Kerala",
BlueWave Distributors 3884,,vendor3884@vendormail.test,9143452810,"125 Commercial Complex, Bihar",
Falcon Office Supplies 3885,36GQCEN3301J6ZG,vendor3885@vendormail.test,9220064052,"7 Market Road, Telangana",
Ironclad Logistics 3886,33VLREH2047C7ZO,vendor3886@vendormail.test,9953281339,"306 Market Road, Tamil Nadu",
Delta Hosting 3887,,vendor3887@vendormail.test,9586406926,"475 Commercial Complex, Andhra Pradesh",
Golden Harvest Stationery 3888,,vendor3888@vendormail.test,9393074835,"764 Commercial Complex, Chhattisgarh",
Delta Advertising 3889,,vendor3889@vendormail.test,9846144484,"913 Commercial Complex, Jammu and Kashmir",
Golden Harvest Electricals 3890,37TMOBP3233P1ZD,vendor3890@vendormail.test,9534195646,"759 Market Road, Andhra Pradesh",
Silverline IT Services 3891,19HNYHR7341G6Z6,vendor3891@vendormail.test,9883124077,"471 Industrial Estate, West Bengal",
Nimbus Packaging 3892,07JSEOM6238N5ZT,vendor3892@vendormail.test,9340938035,"123 Industrial Estate, Delhi",
Apex Freight 3893,,vendor3893@vendormail.test,9900519034,"383 Commercial Complex, Chandigarh",
Everest Security Services 3894,23EWZSQ1561W5Z1,vendor3894@vendormail.test,9104107270,"876 Market Road, Madhya Pradesh",
Skyline Print Works 3895,32LHMHU1751Y2Z6,vendor3895@vendormail.test,9612943357,"640 Market Road, Kerala",
Northstar Textiles 3896,22YXOGC3616P8ZG,vendor3896@vendormail.test,9177666107,"368 Market Road, Chhattisgarh",
Anchor Consultants 3897,11SMTFT2356H3ZC,vendor3897@vendormail.test,9426176007,"59 Commercial Complex, Sikkim",
Falcon Engineering 3898,06VFENC8477S2ZG,vendor3898@vendormail.test,9947515654,"85 Industrial Estate, Haryana",
Sunrise Distributors 3899,20KUUSL2796S8Z1,vendor3899@vendormail.test,9945002993,"995 Market Road, Jharkhand",
Delta Office Supplies 3900,19EJCHL9940F7ZX,vendor3900@vendormail.test,9723393349,"505 Industrial Estate, West Bengal",
BlueWave Logistics 3901,06ZXZDB3303C6ZH,vendor3901@vendormail.test,9929972338,"636 Commercial Complex, Haryana",
Meridian Hosting 3902,,vendor3902@vendormail.test,9751476849,"864 Commercial Complex, Jammu and Kashmir",
Redwood Stationery 3903,08CLFGO3453R5ZJ,vendor3903@vendormail.test,9563134067,"500 Market Road, Rajasthan",
Horizon Advertising 3904,,vendor3904@vendormail.test,9637104387,"865 Commercial Complex, Odisha",
Sunrise Electricals 3905,24JZCAC7185Q8ZP,vendor3905@vendormail.test,9604559127,"13 Industrial Estate, Gujarat",
Prime IT Services 3906,32WVLCS7013Q3Z5,vendor3906@vendormail.test,9695678199,"818 Industrial Estate, Kerala",
Bluepeak Packaging 3907,18PGSOO9052X4Z0,vendor3907@vendormail.test,9638464746,"431 Commercial Complex, Assam",
Apex Freight 3908,03CSSKZ2085X3Z7,vendor3908@vendormail.test,9864277739,"155 Commercial Complex, Punjab",
Vertex Security Services 3909,32XEOOF9042N8ZO,vendor3909@vendormail.test,9960451156,"161 Commercial Complex, Kerala",
Redwood Print Works 3910,,vendor3910@vendormail.test,9273923151,"447 Market Road, Bihar",
Horizon Textiles 3911,,vendor3911@vendormail.test,9327327024,"29 Industrial Estate, Odisha",
Prime Consultants 3912,,vendor3912@vendormail.test,9465391599,"675 Industrial Estate, Delhi",
Vertex Engineering 3913,,vendor3913@vendormail.test,9387452729,"246 Commercial Complex, Kerala",
BlueWave Distributors 3914,,vendor3914@vendormail.test,9177742670,"717 Market Road, Odisha",
Meridian Office Supplies 3915,,vendor3915@vendormail.test,9923971829,"744 Commercial Complex, Uttarakhand",
Greenfield Logistics 3916,22NWHLQ7289I2ZO,vendor3916@vendormail.test,9185493957,"726 Industrial Estate, Chhattisgarh",
Greenfield Hosting 3917,37BDSMP6464D4ZW,vendor3917@vendormail.test,9540936234,"7 Market Road, Andhra Pradesh",
Pioneer Stationery 3918,32GNKBW6549S6ZA,vendor3918@vendormail.test,9319047547,"657 Commercial Complex, Kerala",
Falcon Advertising 3919,05LZMAZ5815G3ZL,vendor3919@vendormail.test,9873067656,"430 Industrial Estate, Uttarakhand",
Apex Electricals 3920,09XYXHB9465G8ZV,vendor3920@vendormail.test,9738899972,"768 Commercial Complex, Uttar Pradesh",
Ironclad IT Services 3921,22WBDTM2067B6ZY,vendor3921@vendormail.test,9428295610,"43 Market Road, Chhattisgarh",
Sunrise Packaging 3922,10CNMID1370U9Z5,vendor3922@vendormail.test,9853593312,"280 Industrial Estate, Bihar",
Reliable Freight 3923,,vendor3923@vendormail.test,9998016906,"659 Commercial Complex, Goa",
Meridian Security Services 3924,11MKHJG3992D5Z9,vendor3924@vendormail.test,9956585094,"123 Market Road, Sikkim",
Greenfield Print Works 3925,09SBHFJ6297C2Z1,vendor3925@vendormail.test,9154015860,"52 Market Road, Uttar Pradesh",
Apex Textiles 3926,,vendor3926@vendormail.test,9558505465,"698 Commercial Complex, Uttarakhand",
Anchor Consultants 3927,,vendor3927@vendormail.test,9740302596,"634 Industrial Estate, Chhattisgarh",
Horizon Engineering 3928,10FHSTX9899V2ZT,vendor3928@vendormail.test,9661444989,"694 Market Road, Bihar",
BlueWave Distributors 3929,33YJSYJ5895N3ZH,vendor3929@vendormail.test,9843038636,"79 Market Road, Tamil Nadu",
CloudNet Office Supplies 3930,,vendor3930@vendormail.test,9677996136,"476 Commercial Complex, West Bengal",
Vertex Logistics 3931,03EENLA5106I5Z4,vendor3931@vendormail.test,9962213425,"73 Market Road, Punjab",
Greenfield Hosting 3932,32BXBAB7681E9ZO,vendor3932@vendormail.test,9440821448,"746 Market Road, Kerala",
Reliable Stationery 3933,,vendor3933@vendormail.test,9402464409,"189 Commercial Complex, Chandigarh",
BlueWave Advertising 3934,03PSYBI6488H6ZN,vendor3934@vendormail.test,9775207811,"138 Market Road, Punjab",
Skyline Electricals 3935,20KSYBO6349M7ZC,vendor3935@vendormail.test,9907931764,"629 Industrial Estate, Jharkhand",
Ironclad IT Services 3936,24IHBCD3156A2ZW,vendor3936@vendormail.test,9136218649,"159 Commercial Complex, Gujarat",
Meridian Packaging 3937,11JUSMY8307V2ZR,vendor3937@vendormail.test,9169383956,"915 Industrial Estate, Sikkim",
Skyline Freight 3938,,vendor3938@vendormail.test,9659896260,"549 Commercial Complex, Uttarakhand",
Horizon Security Services 3939,20NNUWA5132T6ZJ,vendor3939@vendormail.test,9508732252,"29 Commercial Complex, Jharkhand",
Ironclad Print Works 3940,,vendor3940@vendormail.test,9895851939,"514 Commercial Complex, Telangana",
Falcon Textiles 3941,36JZWMV2758D3ZK,vendor3941@vendormail.test,9324295576,"80 Commercial Complex, Telangana",
Prime Consultants 3942,19YKNEI5389R6Z2,vendor3942@vendormail.test,9453524274,"842 Industrial Estate, West Bengal",
Titan Engineering 3943,37MVJDS5649G3ZC,vendor3943@vendormail.test,9862992633,"954 Market Road, Andhra Pradesh",
Everest Distributors 3944,,vendor3944@vendormail.test,9146588856,"731 Market Road, Jharkhand",
Horizon Office Supplies 3945,32GSSWQ2498G7ZF,vendor3945@vendormail.test,9448166425,"812 Industrial Estate, Kerala",
Sunrise Logistics 3946,,vendor3946@vendormail.test,9318611256,"508 Commercial Complex, Jammu and Kashmir",
Silverline Hosting 3947,,vendor3947@vendormail.test,9836602680,"152 Industrial Estate, Maharashtra",
Emerald Stationery 3948,01QYYUA9128O6Z2,vendor3948@vendormail.test,9200116259,"371 Commercial Complex, Jammu and Kashmir",
Emerald Advertising 3949,,vendor3949@vendormail.test,9248447358,"707 Industrial Estate, West Bengal",
Pioneer Electricals 3950,,vendor3950@vendormail.test,9546725063,"317 Commercial Complex, Chhattisgarh",
Titan IT Services 3951,,vendor3951@vendormail.test,9167593093,"755 Commercial Complex, Karnataka",
Falcon Packaging 3952,23UQSZT6509D9ZB,vendor3952@vendormail.test,9729680545,"321 Market Road, Madhya Pradesh",
Northstar Freight 3953,,vendor3953@vendormail.test,9484682159,"386 Industrial Estate, Himachal Pradesh",
Titan Security Services 3954,05KWKVS6572X2ZD,vendor3954@vendormail.test,9350005193,"100 Commercial Complex, Uttarakhand",
Titan Print Works 3955,23MAFWE7722P8Z0,vendor3955@vendormail.test,9813519396,"640 Market Road, Madhya Pradesh",
Horizon Textiles 3956,24XLAYC9322B2ZA,vendor3956@vendormail.test,9604494989,"672 Industrial Estate, Gujarat",
Meridian Consultants 3957,36LEHZI2891K8ZC,vendor3957@vendormail.test,9317593546,"265 Industrial Estate, Telangana",
Skyline Engineering 3958,,vendor3958@vendormail.test,9571464938,"827 Industrial Estate, Punjab",
Crestline Distributors 3959,08QYVZB9748H4ZT,vendor3959@vendormail.test,9999328783,"607 Commercial Complex, Rajasthan",
CloudNet Office Supplies 3960,,vendor3960@vendormail.test,9626866885,"384 Industrial Estate, Bihar",
Horizon Logistics 3961,24YFQXY9311M4ZY,vendor3961@vendormail.test,9725283546,"668 Market Road, Gujarat",
Anchor Hosting 3962,,vendor3962@vendormail.test,9823932615,"82 Industrial Estate, Uttar Pradesh",
Emerald Stationery 3963,18KUQJB5863G4ZB,vendor3963@vendormail.test,9470723207,"303 Industrial Estate, Assam",
Redwood Advertising 3964,,vendor3964@vendormail.test,9557128650,"379 Industrial Estate, Maharashtra",
Prime Electricals 3965,19WOLIT5038T4ZC,vendor3965@vendormail.test,9167054665,"596 Market Road, West Bengal",
Golden Harvest IT Services 3966,,vendor3966@vendormail.test,9399029862,"883 Industrial Estate, Uttarakhand",
Everest Packaging 3967,04JSLMC8921Z5ZK,vendor3967@vendormail.test,9943516238,"68 Industrial Estate, Chandigarh",
Reliable Freight 3968,37SWXEL4890N1Z5,vendor3968@vendormail.test,9142345357,"482 Industrial Estate, Andhra Pradesh",
Titan Security Services 3969,,vendor3969@vendormail.test,9490794278,"103 Industrial Estate, Assam",
Everest Print Works 3970,08QOLOY8039G6ZS,vendor3970@vendormail.test,9207813347,"145 Industrial Estate, Rajasthan",
Sunrise Textiles 3971,,vendor3971@vendormail.test,9481954835,"388 Commercial Complex, Chhattisgarh",
Skyline Consultants 3972,21YMPGE7015N4Z6,vendor3972@vendormail.test,9932850491,"373 Industrial Estate, Odisha",
Horizon Engineering 3973,07CBQCG4143R2ZT,vendor3973@vendormail.test,9455914002,"862 Commercial Complex, Delhi",
BlueWave Distributors 3974,22SCGGE7058S3ZI,vendor3974@vendormail.test,9636195317,"76 Market Road, Chhattisgarh",
Apex Office Supplies 3975,,vendor3975@vendormail.test,9604989309,"310 Commercial Complex, Jammu and Kashmir",
Everest Logistics 3976,,vendor3976@vendormail.test,9823799973,"531 Commercial Complex, Bihar",
Apex Hosting 3977,,vendor3977@vendormail.test,9868764507,"499 Market Road, Kerala",
Falcon Stationery 3978,05QXINT3044U7Z1,vendor3978@vendormail.test,9966907068,"59 Commercial Complex, Uttarakhand",
Ironclad Advertising 3979,33WUAPP4688X7Z8,vendor3979@vendormail.test,9888277474,"460 Industrial Estate, Tamil Nadu",
Everest Electricals 3980,03YSNGU8636Y5ZQ,vendor3980@vendormail.test,9954104261,"43 Industrial Estate, Punjab",
BlueWave IT Services 3981,32ZQZRD7839J3ZO,vendor3981@vendormail.test,9267006544,"453 Industrial Estate, Kerala",
Skyline Packaging 3982,,vendor3982@vendormail.test,9836504476,"649 Market Road, Andhra Pradesh",
Fusion Freight 3983,,vendor3983@vendormail.test,9640802772,"592 Industrial Estate, Rajasthan",
Skyline Security Services 3984,30HQISE6228G8Z4,vendor3984@vendormail.test,9793223074,"304 Industrial Estate, Goa",
Apex Print Works 3985,,vendor3985@vendormail.test,9574699456,"65 Commercial Complex, Andhra Pradesh",
Skyline Textiles 3986,08TDJHR3201M1ZU,vendor3986@vendormail.test,9468075168,"235 Market Road, Rajasthan",
Fusion Consultants 3987,,vendor3987@vendormail.test,9681385587,"513 Commercial Complex, Assam",
Pioneer Engineering 3988,36XQOXF5387P8ZQ,vendor3988@vendormail.test,9393674380,"763 Market Road, Telangana",
Pioneer Distributors 3989,24ISTVD2151H1Z8,vendor3989@vendormail.test,9980741737,"213 Industrial Estate, Gujarat",
Bluepeak Office Supplies 3990,,vendor3990@vendormail.test,9300094069,"108 Commercial Complex, Punjab",
Nimbus Logistics 3991,,vendor3991@vendormail.test,9941806160,"984 Market Road, Andhra Pradesh",
Meridian Hosting 3992,05JCULV2636U1ZJ,vendor3992@vendormail.test,9952036144,"654 Market Road, Uttarakhand",
Northstar Stationery 3993,08FCLYD9201D1ZD,vendor3993@vendormail.test,9577356384,"291 Market Road, Rajasthan",
Orbit Advertising 3994,30NBAGH5488Z4Z9,vendor3994@vendormail.test,9156987250,"59 Market Road, Goa",
Anchor Electricals 3995,20IYCWQ7193E3ZP,vendor3995@vendormail.test,9927419777,"247 Market Road, Jharkhand",
Metro IT Services 3996,37LJOIY3351A6ZT,vendor3996@vendormail.test,9661577672,"571 Market Road, Andhra Pradesh",
Fusion Packaging 3997,07DMCEQ1932P8ZK,vendor3997@vendormail.test,9545902968,"621 Industrial Estate, Delhi",
Fusion Freight 3998,05BPKDZ3184K1Z5,vendor3998@vendormail.test,9112106714,"72 Industrial Estate, Uttarakhand",
Redwood Security Services 3999,24HMYNE3387P3ZT,vendor3999@vendormail.test,9650400788,"329 Market Road, Gujarat",
Northstar Print Works 4000,03MWNNR8920G5ZD,vendor4000@vendormail.test,9477140418,"239 Market Road, Punjab",
Greenfield Textiles 4001,,vendor4001@vendormail.test,9534074317,"450 Commercial Complex, Tamil Nadu",
Anchor Consultants 4002,07WXVLV8791E9ZC,vendor4002@vendormail.test,9317858882,"419 Commercial Complex, Delhi",
Meridian Engineering 4003,27YORTV2445F4ZV,vendor4003@vendormail.test,9618757936,"539 Industrial Estate, Maharashtra",
Apex Distributors 4004,29HXTYY4607J1Z1,vendor4004@vendormail.test,9262936271,"386 Industrial Estate, Karnataka",
Northstar Office Supplies 4005,08KIHWU8211U5ZV,vendor4005@vendormail.test,9712116773,"750 Market Road, Rajasthan",
Prime Logistics 4006,24FNSOV9585W1ZM,vendor4006@vendormail.test,9278450138,"21 Commercial Complex, Gujarat",
Northstar Hosting 4007,10STBVY6815E6ZO,vendor4007@vendormail.test,9745029922,"989 Industrial Estate, Bihar",
Silverline Stationery 4008,18IXAAW1832R8ZM,vendor4008@vendormail.test,9887452136,"488 Commercial Complex, Assam",
BlueWave Advertising 4009,,vendor4009@vendormail.test,9656582547,"486 Industrial Estate, Chhattisgarh",
Metro Electricals 4010,,vendor4010@vendormail.test,9243070358,"905 Industrial Estate, Rajasthan",
Falcon IT Services 4011,,vendor4011@vendormail.test,9930121265,"215 Market Road, Madhya Pradesh",
Greenfield Packaging 4012,07SQNIT8031O5ZO,vendor4012@vendormail.test,9775596102,"394 Industrial Estate, Delhi",
Skyline Freight 4013,29NGKTR2870O6ZA,vendor4013@vendormail.test,9565312779,"960 Industrial Estate, Karnataka",
Ironclad Security Services 4014,33ZZBUN7386V6ZE,vendor4014@vendormail.test,9349568188,"87 Market Road, Tamil Nadu",
Nimbus Print Works 4015,,vendor4015@vendormail.test,9275408375,"579 Commercial Complex, Uttar Pradesh",
Delta Textiles 4016,,vendor4016@vendormail.test,9116763073,"458 Commercial Complex, Andhra Pradesh",
Greenfield Consultants 4017,,vendor4017@vendormail.test,9881159311,"399 Market Road, Gujarat",
Metro Engineering 4018,19HVBZL2620F8Z3,vendor4018@vendormail.test,9745664702,"264 Market Road, West Bengal",
Nimbus Distributors 4019,11WINPN4608T2Z0,vendor4019@vendormail.test,9870322990,"149 Commercial Complex, Sikkim",
BlueWave Office Supplies 4020,04HQNTJ3094H4ZN,vendor4020@vendormail.test,9671107952,"862 Market Road, Chandigarh",
CloudNet Logistics 4021,22EBGDV6026U8ZD,vendor4021@vendormail.test,9893514199,"678 Market Road, Chhattisgarh",
Crestline Hosting 4022,36PJCBH7015E1ZA,vendor4022@vendormail.test,9312627207,"360 Market Road, Telangana",
Titan Stationery 4023,01YXQWW4218S3ZJ,vendor4023@vendormail.test,9546235349,"248 Market Road, Jammu and Kashmir",
Sunrise Advertising 4024,,vendor4024@vendormail.test,9158003912,"509 Market Road, Delhi",
Titan Electricals 4025,,vendor4025@vendormail.test,9633627052,"68 Market Road, Goa",
Horizon IT Services 4026,,vendor4026@vendormail.test,9881028792,"622 Commercial Complex, Uttarakhand",
Redwood Packaging 4027,,vendor4027@vendormail.test,9257309930,"646 Commercial Complex, Chandigarh",
Silverline Freight 4028,,vendor4028@vendormail.test,9674913079,"680 Market Road, Karnataka",
Nimbus Security Services 4029,,vendor4029@vendormail.test,9302739587,"195 Industrial Estate, Haryana",
Crestline Print Works 4030,01VBSPR7091M4ZF,vendor4030@vendormail.test,9193823339,"299 Industrial Estate, Jammu and Kashmir",
Titan Textiles 4031,04JZZUV1906F8Z0,vendor4031@vendormail.test,9177420297,"478 Commercial Complex, Chandigarh",
Orbit Consultants 4032,,vendor4032@vendormail.test,9987531224,"708 Market Road, Haryana",
Pioneer Engineering 4033,05FYGRT4367V2Z4,vendor4033@vendormail.test,9830567770,"512 Market Road, Uttarakhand",
Nimbus Distributors 4034,,vendor4034@vendormail.test,9958442935,"115 Market Road, Haryana",
Prime Office Supplies 4035,,vendor4035@vendormail.test,9545767046,"372 Market Road, Chhattisgarh",
Horizon Logistics 4036,01MDRWK6129B3ZE,vendor4036@vendormail.test,9404731620,"192 Industrial Estate, Jammu and Kashmir",
Anchor Hosting 4037,30DWWZT7385J6ZV,vendor4037@vendormail.test,9640492665,"191 Industrial Estate, Goa",
Sunrise Stationery 4038,,vendor4038@vendormail.test,9912306232,"66 Market Road, Uttar Pradesh",
Golden Harvest Advertising 4039,,vendor4039@vendormail.test,9485840397,"128 Commercial Complex, Uttar Pradesh",
Nimbus Electricals 4040,,vendor4040@vendormail.test,9974337337,"418 Commercial Complex, Bihar",
CloudNet IT Services 4041,,vendor4041@vendormail.test,9770670710,"156 Industrial Estate, Jammu and Kashmir",
Bluepeak Packaging 4042,22PNGYQ3777Y4ZY,vendor4042@vendormail.test,9573566261,"451 Industrial Estate, Chhattisgarh",
Northstar Freight 4043,18FHDSB1983D4ZU,vendor4043@vendormail.test,9637508272,"547 Industrial Estate, Assam",
Crestline Security Services 4044,18JTJDO5091A9Z4,vendor4044@vendormail.test,9232296937,"209 Industrial Estate, Assam",
Redwood Print Works 4045,03WNAUT2126D3ZE,vendor4045@vendormail.test,9809291065,"134 Commercial Complex, Punjab",
Nimbus Textiles 4046,32SARBU7387P5Z0,vendor4046@vendormail.test,9856387024,"609 Commercial Complex, Kerala",
Delta Consultants 4047,07HUCUS4524W5Z8,vendor4047@vendormail.test,9352756284,"376 Commercial Complex, Delhi",
Delta Engineering 4048,01OLZMM2756K6Z0,vendor4048@vendormail.test,9413311302,"535 Market Road, Jammu and Kashmir",
Ironclad Distributors 4049,08DSUPG9751U2ZU,vendor4049@vendormail.test,9672265678,"610 Market Road, Rajasthan",
Horizon Office Supplies 4050,29FZQKG1852T3Z1,vendor4050@vendormail.test,9269086684,"20 Commercial Complex, Karnataka",
Zenith Logistics 4051,01CXDLF2807B2Z7,vendor4051@vendormail.test,9980505883,"630 Commercial Complex, Jammu and Kashmir",
CloudNet Hosting 4052,,vendor4052@vendormail.test,9771411274,"188 Commercial Complex, Tamil Nadu",
Emerald Stationery 4053,11RIYZP7529Y8ZO,vendor4053@vendormail.test,9759890629,"62 Industrial Estate, Sikkim",
Nimbus Advertising 4054,,vendor4054@vendormail.test,9578430027,"797 Industrial Estate, Maharashtra",
Falcon Electricals 4055,24UNQNA4961Z5ZO,vendor4055@vendormail.test,9189044733,"586 Industrial Estate, Gujarat",
Anchor IT Services 4056,,vendor4056@vendormail.test,9689453962,"364 Market Road, Kerala",
Delta Packaging 4057,,vendor4057@vendormail.test,9523577439,"634 Market Road, Uttar Pradesh",
Meridian Freight 4058,,vendor4058@vendormail.test,9595294505,"348 Market Road, Tamil Nadu",
Orbit Security Services 4059,,vendor4059@vendormail.test,9165250490,"96 Commercial Complex, Chhattisgarh",
Ironclad Print Works 4060,,vendor4060@vendormail.test,9263075595,"911 Market Road, Bihar",
Golden Harvest Textiles 4061,,vendor4061@vendormail.test,9629473735,"41 Market Road, Goa",
Anchor Consultants 4062,,vendor4062@vendormail.test,9501864306,"488 Commercial Complex, Assam",
Meridian Engineering 4063,,vendor4063@vendormail.test,9137353171,"908 Industrial Estate, Haryana",
Bluepeak Distributors 4064,08KONUB8080I4ZU,vendor4064@vendormail.test,9867259641,"771 Industrial Estate, Rajasthan",
Falcon Office Supplies 4065,02CMKSE5405U5ZE,vendor4065@vendormail.test,9174466310,"380 Industrial Estate, Himachal Pradesh",
Silverline Logistics 4066,29CSSUF7319M3ZD,vendor4066@vendormail.test,9539616674,"662 Industrial Estate, Karnataka",
Vertex Hosting 4067,09LAOYY8709I6ZA,vendor4067@vendormail.test,9586951701,"67 Commercial Complex, Uttar Pradesh",
Golden Harvest Stationery 4068,05XJLJU6448W8ZV,vendor4068@vendormail.test,9576763443,"418 Market Road, Uttarakhand",
Zenith Advertising 4069,06VVAJV6186L4ZD,vendor4069@vendormail.test,9904887276,"681 Commercial Complex, Haryana",
Sunrise Electricals 4070,36HQPNE8362A8ZX,vendor4070@vendormail.test,9750682398,"735 Industrial Estate, Telangana",
CloudNet IT Services 4071,30VHFHO3121H3Z8,vendor4071@vendormail.test,9733186097,"13 Industrial Estate, Goa",
Bluepeak Packaging 4072,02KMYRY9937N9ZP,vendor4072@vendormail.test,9683645923,"217 Market Road, Himachal Pradesh",
Crestline Freight 4073,,vendor4073@vendormail.test,9468887955,"788 Commercial Complex, Telangana",
Metro Security Services 4074,11YMRDO1907Z4Z6,vendor4074@vendormail.test,9382249349,"773 Industrial Estate, Sikkim",
Titan Print Works 4075,23MAWTW4252Z2Z9,vendor4075@vendormail.test,9799923877,"473 Industrial Estate, Madhya Pradesh",
Golden Harvest Textiles 4076,07IOIQZ4096H5ZR,vendor4076@vendormail.test,9127771355,"692 Commercial Complex, Delhi",
Titan Consultants 4077,,vendor4077@vendormail.test,9916449662,"766 Market Road, Maharashtra",
Bluepeak Engineering 4078,,vendor4078@vendormail.test,9885796245,"631 Market Road, Gujarat",
CloudNet Distributors 4079,07FRMRF9591B6Z9,vendor4079@vendormail.test,9273514330,"628 Market Road, Delhi",
Falcon Office Supplies 4080,,vendor4080@vendormail.test,9746708377,"708 Commercial Complex, Madhya Pradesh",
Pioneer Logistics 4081,,vendor4081@vendormail.test,9404009880,"978 Market Road, Punjab",
Orbit Hosting 4082,29IJKHH3997O4ZD,vendor4082@vendormail.test,9139940862,"426 Industrial Estate, Karnataka",
Greenfield Stationery 4083,02HNBVN1734I9ZG,vendor4083@vendormail.test,9748306700,"145 Market Road, Himachal Pradesh",
Skyline Advertising 4084,,vendor4084@vendormail.test,9575577901,"433 Industrial Estate, Uttar Pradesh",
Metro Electricals 4085,,vendor4085@vendormail.test,9624629876,"791 Market Road, Odisha",
Pioneer IT Services 4086,,vendor4086@vendormail.test,9120334288,"953 Commercial Complex, Madhya Pradesh",
Redwood Packaging 4087,02CVFLW5429S2ZG,vendor4087@vendormail.test,9891738854,"505 Market Road, Himachal Pradesh",
Pioneer Freight 4088,11LXRFA1855X3Z5,vendor4088@vendormail.test,9898368336,"72 Industrial Estate, Sikkim",
Horizon Security Services 4089,06XJNBO5083E3ZI,vendor4089@vendormail.test,9179594337,"120 Industrial Estate, Haryana",
Falcon Print Works 4090,,vendor4090@vendormail.test,9558021571,"632 Market Road, Madhya Pradesh",
Anchor Textiles 4091,,vendor4091@vendormail.test,9534670265,"444 Industrial Estate, Gujarat",
Meridian Consultants 4092,29UCTIZ3612Y5ZF,vendor4092@vendormail.test,9541336769,"571 Commercial Complex, Karnataka",
Bluepeak Engineering 4093,32QJUSO9332V2ZC,vendor4093@vendormail.test,9475050368,"205 Market Road, Kerala",
Titan Distributors 4094,18FMHEV4475B9ZE,vendor4094@vendormail.test,9925611391,"52 Commercial Complex, Assam",
Bluepeak Office Supplies 4095,,vendor4095@vendormail.test,9390214555,"363 Commercial Complex, Rajasthan",
Fusion Logistics 4096,08PAMRK5923V6ZP,vendor4096@vendormail.test,9886124996,"231 Market Road, Rajasthan",
Greenfield Hosting 4097,36OOLOA3986P2ZU,vendor4097@vendormail.test,9299727340,"894 Industrial Estate, Telangana",
Delta Stationery 4098,33EDKXY7916D8ZH,vendor4098@vendormail.test,9508356828,"576 Industrial Estate, Tamil Nadu",
Metro Advertising 4099,,vendor4099@vendormail.test,9995753341,"195 Commercial Complex, Gujarat",
Zenith Electricals 4100,22NAJHZ1203G6Z3,vendor4100@vendormail.test,9790750647,"549 Industrial Estate, Chhattisgarh",
Fusion IT Services 4101,03TYWWQ6539P7ZF,vendor4101@vendormail.test,9432799549,"985 Commercial Complex, Punjab",
Skyline Packaging 4102,11LOPHC6586F3Z5,vendor4102@vendormail.test,9863271767,"982 Market Road, Sikkim",
Everest Freight 4103,32MLIBJ4877A3ZA,vendor4103@vendormail.test,9127390045,"434 Market Road, Kerala",
Bluepeak Security Services 4104,18QEBDA5735F3ZR,vendor4104@vendormail.test,9599205833,"923 Industrial Estate, Assam",
Prime Print Works 4105,10NIZFM5844K1Z9,vendor4105@vendormail.test,9760771562,"243 Industrial Estate, Bihar",
Bluepeak Textiles 4106,01NXRRX6292E2ZO,vendor4106@vendormail.test,9271833961,"393 Market Road, Jammu and Kashmir",
Skyline Consultants 4107,19HCDDW3206A8Z1,vendor4107@vendormail.test,9801069754,"350 Market Road, West Bengal",
Metro Engineering 4108,,vendor4108@vendormail.test,9222478607,"660 Market Road, Chhattisgarh",
Anchor Distributors 4109,,vendor4109@vendormail.test,9659426391,"782 Commercial Complex, Chhattisgarh",
Golden Harvest Office Supplies 4110,36PLOQG4491F5Z7,vendor4110@vendormail.test,9117709226,"505 Commercial Complex, Telangana",
Golden Harvest Logistics 4111,29ALBMJ8396L1ZO,vendor4111@vendormail.test,9792177282,"78 Commercial Complex, Karnataka",
Meridian Hosting 4112,,vendor4112@vendormail.test,9907667567,"528 Industrial Estate, Tamil Nadu",
Fusion Stationery 4113,20LSRPK1109D3ZB,vendor4113@vendormail.test,9120305013,"216 Market Road, Jharkhand",
Sunrise Advertising 4114,,vendor4114@vendormail.test,9798870736,"961 Industrial Estate, Madhya Pradesh",
Ironclad Electricals 4115,36BHKZI5732B9Z8,vendor4115@vendormail.test,9697362008,"513 Commercial Complex, Telangana",
Meridian IT Services 4116,22EXOAW1279Q5Z9,vendor4116@vendormail.test,9242293788,"601 Commercial Complex, Chhattisgarh",
Sunrise Packaging 4117,,vendor4117@vendormail.test,9550842879,"161 Industrial Estate, Bihar",
Emerald Freight 4118,,vendor4118@vendormail.test,9349045130,"873 Market Road, Chhattisgarh",
Skyline Security Services 4119,06CTFZX8965N9ZJ,vendor4119@vendormail.test,9774768027,"359 Industrial Estate, Haryana",
Falcon Print Works 4120,04IHHFE6837K8ZW,vendor4120@vendormail.test,9436001192,"244 Market Road, Chandigarh",
CloudNet Textiles 4121,20XSGEO1494P5ZQ,vendor4121@vendormail.test,9366677364,"131 Market Road, Jharkhand",
